school_code,school_name,admissions_url,strategy,year_hint,note
1047,北京航空航天大学,http://lqcx.buaa.edu.cn/static/front/buaa/basic/html_web/lnfs.html,summary,2025,历年分数：JS 单页应用，录取概况+批次控制线（实测可用）
